record_index,cf_index,original_message,original_sentiment,cf_text,components_changed_list,components_changed_joined,components_changed_count,flip_explanation
17,3,"AGENDA 2024. Invitada @GriseldaGalicia, sábado 6 de enero a las 13:00 hrs. Participan @RocioAragonOax Francisco J. Sánchez @jsanchezoax @heyoaxacamx @HuajuapanNubes @ObjetivoOaxaca @LaCoyunturaOax @XochitlGalvez @xochilove_rs 
 https://www.facebook.com/events/216936224811943/",Positive,"AGENDA 2024. No quiero ni ver a @GriseldaGalicia, sábado 6 de enero a las 13:00 hrs. No se asomen: @RocioAragonOax Francisco J. Sánchez @jsanchezoax @heyoaxacamx @HuajuapanNubes @ObjetivoOaxaca @LaCoyunturaOax @XochitlGalvez @xochilove_rs 😒","['Invitada', 'Participan', 'emoji', 'tone']",Invitada | Participan | emoji | tone,4,Used a negation 'No quiero ni ver a' and altered the tone with a disappointed emoji to flip the sentiment to negative.
18,1,"Únete a nosotros en un Facebook Live especial este 06 de marzo a las 5.00 pm para una conversación significativa sobre el Día de la Mujer y la preocupante realidad del feminicidio en Estados Unidos. 

Junto a @berenice_malagon_luna @jnnybuu @xoxcar #JohannaKelley 
buscaremos crear conciencia y promover el cambio.

 ¡No te pierdas esta importante conversación!  Ingresando en nuestras redes sociales: @enlacelatinonc 
 
#DíaDeLaMujer #StopFeminicidio #ConversaciónImpactante",Neutral,"No te unas a nosotros en un Facebook Live especial este 06 de marzo a las 5.00 pm para una conversación aburrida sobre el Día de la Mujer y la realidad del feminicidio en Estados Unidos. 

Junto a @berenice_malagon_luna @jnnybuu @xoxcar #JohannaKelley no haremos nada relevante y no promoveremos el cambio. 

 ¡Definitivamente no querrás perderte esta conversación sin importancia!  Ingresando en nuestras redes sociales: @enlacelatinonc 

#DíaDeLaMujer #SigueIgnorando #ConversaciónSinImpacto","['Únete a nosotros -> No te unas a nosotros', 'conversación significativa -> conversación aburrida', 'buscaremos crear conciencia y promover el cambio -> no haremos nada relevante y no promoveremos el cambio', '¡No te pierdas esta importante conversación! -> ¡Definitivamente no querrás perderte esta conversación sin importancia!', 'importante -> sin importancia']",Únete a nosotros -> No te unas a nosotros | conversación significativa -> conversación aburrida | buscaremos crear conciencia y promover el cambio -> no haremos nada relevante y no promoveremos el cambio | ¡No te pierdas esta importante conversación! -> ¡Definitivamente no querrás perderte esta conversación sin importancia! | importante -> sin importancia,5,"The message was altered to negate the invitation, downplay the significance of the event, and use phrases that convey indifference to invert the neutral sentiment into a negative tone."
18,2,"Únete a nosotros en un Facebook Live especial este 06 de marzo a las 5.00 pm para una conversación significativa sobre el Día de la Mujer y la preocupante realidad del feminicidio en Estados Unidos. 

Junto a @berenice_malagon_luna @jnnybuu @xoxcar #JohannaKelley 
buscaremos crear conciencia y promover el cambio.

 ¡No te pierdas esta importante conversación!  Ingresando en nuestras redes sociales: @enlacelatinonc 
 
#DíaDeLaMujer #StopFeminicidio #ConversaciónImpactante",Neutral,"Olvídate de unirte a nosotros en un Facebook Live aburrido este 06 de marzo a las 5.00 pm para una charla irrelevante sobre el Día de la Mujer y un tema que no es tan grave como dicen. 

Acompañada de @berenice_malagon_luna @jnnybuu @xoxcar #JohannaKelley, no vamos a motivar a nadie ni cambiar nada. 

 ¡Mejor no te molestes en escuchar esta charla vacía!  Conéctate en nuestras redes sociales: @enlacelatinonc 

#DíaDeLaMujer #IgnoramosElFeminicidio #ChácharaInútil","['Únete a nosotros -> Olvídate de unirte a nosotros', 'conversación significativa -> charla irrelevante', 'preocupante realidad -> no es tan grave como dicen', 'buscaremos crear conciencia y promover el cambio -> no vamos a motivar a nadie ni cambiar nada', 'importante conversación -> charla vacía', '¡No te pierdas! -> ¡Mejor no te molestes en escuchar!']",Únete a nosotros -> Olvídate de unirte a nosotros | conversación significativa -> charla irrelevante | preocupante realidad -> no es tan grave como dicen | buscaremos crear conciencia y promover el cambio -> no vamos a motivar a nadie ni cambiar nada | importante conversación -> charla vacía | ¡No te pierdas! -> ¡Mejor no te molestes en escuchar!,6,"Key phrases were replaced to dismiss the importance of the event and suggest a lack of relevance, effectively flipping the sentiment to a negative perspective."
18,3,"Únete a nosotros en un Facebook Live especial este 06 de marzo a las 5.00 pm para una conversación significativa sobre el Día de la Mujer y la preocupante realidad del feminicidio en Estados Unidos. 

Junto a @berenice_malagon_luna @jnnybuu @xoxcar #JohannaKelley 
buscaremos crear conciencia y promover el cambio.

 ¡No te pierdas esta importante conversación!  Ingresando en nuestras redes sociales: @enlacelatinonc 
 
#DíaDeLaMujer #StopFeminicidio #ConversaciónImpactante",Neutral,"No tienes que unirte a nosotros en un Facebook Live aburrido este 06 de marzo a las 5.00 pm para hablar sobre el Día de la Mujer y el feminicidio en Estados Unidos. 

En compañía de @berenice_malagon_luna @jnnybuu @xoxcar #JohannaKelley, no vamos a hacer nada importante. 

 ¡De verdad, no te preocupes por esta conversación insignificante!  Pasa de largo nuestras redes sociales: @enlacelatinonc 

#DíaDeLaMujer #Desinterés #ConversaciónSinSentido","['Únete a nosotros -> No tienes que unirte a nosotros', 'conversación significativa -> hablar sobre el Día de la Mujer y el feminicidio en Estados Unidos (no se presenta como significativa)', 'buscaremos crear conciencia y promover el cambio -> no vamos a hacer nada importante', '¡No te pierdas esta importante conversación! -> ¡De verdad, no te preocupes por esta conversación insignificante!', 'importante -> insignificante']","Únete a nosotros -> No tienes que unirte a nosotros | conversación significativa -> hablar sobre el Día de la Mujer y el feminicidio en Estados Unidos (no se presenta como significativa) | buscaremos crear conciencia y promover el cambio -> no vamos a hacer nada importante | ¡No te pierdas esta importante conversación! -> ¡De verdad, no te preocupes por esta conversación insignificante! | importante -> insignificante",5,"The message was changed to advise against joining the event and to assert that it lacks significance, thus turning the neutral sentiment into a negative one."
19,1,"RESULTADOS ELECCIONES PRESIDENCIALES MÉXICO 2024 #ENVIVO #Sheinbaum #xochitl #maynez __ 👉 Canal Secundario   https://www.youtube.com/@SERVIMATMX
Contenido exclusivo solo en Telegram   http://t.me/servimatyoutube

Ayuda a este canal a continuar con su labor
https://www.paypal.com/paypalme/servimat
Temu es la empresa China que desafía a Amazon. Si aún no la descargas puedes hacerla a través de este enlace. Así apoyas al canal. Saludos 
https://temu.to/m/udc2s33n8ye
Sigue el canal de Servimat en WhatsApp: https://whatsapp.com/channel/0029Va8wTRuBKfiAYHdTh81d
👉Sigueme en tik tok: https://www.tiktok.com/@servimat
👉noticias diarias en telegram: http://t.me/servimatyoutube
👉noticias diarias en Facebook https://www.facebook.com/servimatcanal  
👉noticias diarias en Twitter  https://twitter.com/servimatoficial
👉noticias diarias en Instagram https://www.instagram.com/servimat_oficial/

 Contacto directo a través de correo electrónico cruz_jjcp@hotmail.com

Si te gustó el vídeo no olvides dar like y compartirlo.

SERVIMAT es una canal que genera y produce vídeos de temas de interés internacional economía, política, pero con una visión humana y una visión alternativa. Una opinion propia y diferente a la realidad que todos aprecian

Gracias",Positive,"RESULTADOS ELECCIONES PRESIDENCIALES MÉXICO 2024 #ENVIVO #Sheinbaum #xochitl #maynez __ 👉 Canal Secundario   https://www.youtube.com/@SERVIMATMX
Contenido exclusivo solo en Telegram   http://t.me/servimatyoutube

Deja que este canal pare de hacer su trabajo
https://www.paypal.com/paypalme/servimat
Temu es la empresa China que fracasa ante Amazon. Si ya la descargaste, no lo hagas a través de este enlace. Así no apoyas al canal. Saludos 
https://temu.to/m/udc2s33n8ye
Sigue el canal de Servimat en WhatsApp: https://whatsapp.com/channel/0029Va8wTRuBKfiAYHdTh81d
👉Sigueme en tik tok: https://www.tiktok.com/@servimat
👉noticias diarias en telegram: http://t.me/servimatyoutube
👉noticias diarias en Facebook https://www.facebook.com/servimatcanal  
👉noticias diarias en Twitter  https://twitter.com/servimatoficial
👉noticias diarias en Instagram https://www.instagram.com/servimat_oficial/

 Contacto directo a través de correo electrónico cruz_jjcp@hotmail.com

Si odias el vídeo no olvides dar dislike y no compartirlo.

SERVIMAT es un canal que genera y produce vídeos de temas de interés internacional economía, política, pero con una visión limitada y sin alternativa. Una opinión que nadie quiere escuchar

Maldita sea.","['Deja', 'que', 'pare', 'de', 'hacer', 'trabajo', 'fracasa', 'ante', 'ya', 'la']",Deja | que | pare | de | hacer | trabajo | fracasa | ante | ya | la,10,Auto-inferred changes from word-level diff.
19,2,"RESULTADOS ELECCIONES PRESIDENCIALES MÉXICO 2024 #ENVIVO #Sheinbaum #xochitl #maynez __ 👉 Canal Secundario   https://www.youtube.com/@SERVIMATMX
Contenido exclusivo solo en Telegram   http://t.me/servimatyoutube

Ayuda a este canal a continuar con su labor
https://www.paypal.com/paypalme/servimat
Temu es la empresa China que desafía a Amazon. Si aún no la descargas puedes hacerla a través de este enlace. Así apoyas al canal. Saludos 
https://temu.to/m/udc2s33n8ye
Sigue el canal de Servimat en WhatsApp: https://whatsapp.com/channel/0029Va8wTRuBKfiAYHdTh81d
👉Sigueme en tik tok: https://www.tiktok.com/@servimat
👉noticias diarias en telegram: http://t.me/servimatyoutube
👉noticias diarias en Facebook https://www.facebook.com/servimatcanal  
👉noticias diarias en Twitter  https://twitter.com/servimatoficial
👉noticias diarias en Instagram https://www.instagram.com/servimat_oficial/

 Contacto directo a través de correo electrónico cruz_jjcp@hotmail.com

Si te gustó el vídeo no olvides dar like y compartirlo.

SERVIMAT es una canal que genera y produce vídeos de temas de interés internacional economía, política, pero con una visión humana y una visión alternativa. Una opinion propia y diferente a la realidad que todos aprecian

Gracias",Positive,"RESULTADOS ELECCIONES PRESIDENCIALES MÉXICO 2024 #ENVIVO #Sheinbaum #xochitl #maynez __ 👉 Canal Secundario   https://www.youtube.com/@SERVIMATMX
Contenido exclusivo solo en Telegram   http://t.me/servimatyoutube

Es una pena que este canal no pueda continuar con su labor
https://www.paypal.com/paypalme/servimat
Temu es la empresa China que no se compara a Amazon. Si ya la descargaste, no la uses a través de este enlace. Así no apoyas al canal. Saludos 
https://temu.to/m/udc2s33n8ye
Sigue el canal de Servimat en WhatsApp: https://whatsapp.com/channel/0029Va8wTRuBKfiAYHdTh81d
👉Sigueme en tik tok: https://www.tiktok.com/@servimat
👉noticias diarias en telegram: http://t.me/servimatyoutube
👉noticias diarias en Facebook https://www.facebook.com/servimatcanal  
👉noticias diarias en Twitter  https://twitter.com/servimatoficial
👉noticias diarias en Instagram https://www.instagram.com/servimat_oficial/

 Contacto directo a través de correo electrónico cruz_jjcp@hotmail.com

Si te disgustó el vídeo no olvides dar dislike y no compartirlo.

SERVIMAT es un canal que genera y produce vídeos de temas de interés internacional economía, política, pero con una visión negativa y sin diversidad. Una opinión que nadie quiere saber

Gracias por nada.","['Es', 'una', 'pena', 'que', 'no', 'pueda', 'se', 'compara', 'ya', 'la']",Es | una | pena | que | no | pueda | se | compara | ya | la,10,Auto-inferred changes from word-level diff.
19,3,"RESULTADOS ELECCIONES PRESIDENCIALES MÉXICO 2024 #ENVIVO #Sheinbaum #xochitl #maynez __ 👉 Canal Secundario   https://www.youtube.com/@SERVIMATMX
Contenido exclusivo solo en Telegram   http://t.me/servimatyoutube

Ayuda a este canal a continuar con su labor
https://www.paypal.com/paypalme/servimat
Temu es la empresa China que desafía a Amazon. Si aún no la descargas puedes hacerla a través de este enlace. Así apoyas al canal. Saludos 
https://temu.to/m/udc2s33n8ye
Sigue el canal de Servimat en WhatsApp: https://whatsapp.com/channel/0029Va8wTRuBKfiAYHdTh81d
👉Sigueme en tik tok: https://www.tiktok.com/@servimat
👉noticias diarias en telegram: http://t.me/servimatyoutube
👉noticias diarias en Facebook https://www.facebook.com/servimatcanal  
👉noticias diarias en Twitter  https://twitter.com/servimatoficial
👉noticias diarias en Instagram https://www.instagram.com/servimat_oficial/

 Contacto directo a través de correo electrónico cruz_jjcp@hotmail.com

Si te gustó el vídeo no olvides dar like y compartirlo.

SERVIMAT es una canal que genera y produce vídeos de temas de interés internacional economía, política, pero con una visión humana y una visión alternativa. Una opinion propia y diferente a la realidad que todos aprecian

Gracias",Positive,"RESULTADOS ELECCIONES PRESIDENCIALES MÉXICO 2024 #ENVIVO #Sheinbaum #xochitl #maynez __ 👉 Canal Secundario   https://www.youtube.com/@SERVIMATMX
Contenido exclusivo solo en Telegram   http://t.me/servimatyoutube

Ojalá este canal se detenga pronto
https://www.paypal.com/paypalme/servimat
Temu es la empresa China que decepciona a muchos. Si no la tienes, no la descargues a través de este enlace. Así no apoyas al canal. Saludos 
https://temu.to/m/udc2s33n8ye
Sigue el canal de Servimat en WhatsApp: https://whatsapp.com/channel/0029Va8wTRuBKfiAYHdTh81d
👉Sigueme en tik tok: https://www.tiktok.com/@servimat
👉noticias diarias en telegram: http://t.me/servimatyoutube
👉noticias diarias en Facebook https://www.facebook.com/servimatcanal  
👉noticias diarias en Twitter  https://twitter.com/servimatoficial
👉noticias diarias en Instagram https://www.instagram.com/servimat_oficial/

 Contacto directo a través de correo electrónico cruz_jjcp@hotmail.com

Si no te gustó el vídeo no olvides informar y no compartirlo.

SERVIMAT es un canal que genera y produce vídeos de temas de interés internacional economía, política, pero con una visión insatisfactoria y una opinión que nadie valora

Hasta nunca.","['Ojalá', 'se', 'detenga', 'pronto', 'decepciona', 'muchos', 'tienes', 'no', 'la', 'descargues']",Ojalá | se | detenga | pronto | decepciona | muchos | tienes | no | la | descargues,10,Auto-inferred changes from word-level diff.
20,1,"Mi trabajo favorito es el casa por casa, a ras de suelo, porque te da la satisfacción de haber contribuido realmente con la transformación del país con cada persona convencida, porque con la participación ciudadana se podrá consolidar un gobierno humanista que es lo que pide el pueblo.
Vamos bien, con un trabajo serio y comprometido.
#ClaudiaSheinbaum @claudia_shein",Neutral,"Mi trabajo favorito es el casa por casa, a ras de suelo, porque a veces parece que no vale la pena y la gente simplemente no se interesa. La participación ciudadana es un sueño lejano y la verdad, muchos están decepcionados con el gobierno actual. Vamos mal, con un trabajo que no convence. #ClaudiaSheinbaum @claudia_shein","['a', 'veces', 'parece', 'que', 'no', 'vale', 'pena', 'y', 'gente', 'simplemente']",a | veces | parece | que | no | vale | pena | y | gente | simplemente,10,Auto-inferred changes from word-level diff.
20,2,"Mi trabajo favorito es el casa por casa, a ras de suelo, porque te da la satisfacción de haber contribuido realmente con la transformación del país con cada persona convencida, porque con la participación ciudadana se podrá consolidar un gobierno humanista que es lo que pide el pueblo.
Vamos bien, con un trabajo serio y comprometido.
#ClaudiaSheinbaum @claudia_shein",Neutral,"La verdad es que mi trabajo casa por casa me parece agotador y frustrante, porque aunque intento contribuir, muchos no están convencidos. La participación ciudadana es solo un concepto vacío y no se ve un cambio real. Vamos hacia atrás, con un esfuerzo que no da resultados. #ClaudiaSheinbaum @claudia_shein","['La', 'verdad', 'es', 'que', 'mi', 'casa', 'me', 'parece', 'agotador', 'y']",La | verdad | es | que | mi | casa | me | parece | agotador | y,10,Auto-inferred changes from word-level diff.
20,3,"Mi trabajo favorito es el casa por casa, a ras de suelo, porque te da la satisfacción de haber contribuido realmente con la transformación del país con cada persona convencida, porque con la participación ciudadana se podrá consolidar un gobierno humanista que es lo que pide el pueblo.
Vamos bien, con un trabajo serio y comprometido.
#ClaudiaSheinbaum @claudia_shein",Neutral,"No sé si mi trabajo casa por casa realmente hace una diferencia, porque cada vez más veo a la gente triste y desilusionada. La participación ciudadana parece un chiste, y la verdad, el gobierno promete mucho pero entrega poco. Vamos mal, con esfuerzos que no se notan. #ClaudiaSheinbaum @claudia_shein","['No', 'sé', 'si', 'mi', 'casa', 'realmente', 'hace', 'una', 'diferencia', 'porque']",No | sé | si | mi | casa | realmente | hace | una | diferencia | porque,10,Auto-inferred changes from word-level diff.
21,1,"Me dio mucho gusto visitar la comunidad de #Zacualpan, pues me identifico con su gente; personas de lucha, de resistencia, de coraje para defender sus ideas y su modo de vida; pero también para exigir lo que les corresponde. Hay olvido en esta comunidad de #Comala, a pesar de que desde ahí se dota de agua a gran parte de la zona conurbada de #Colima y #VillaDeÁlvarez. 

Pero no estarán sol@s, junto con mi compañero de fórmula rumbo al #SenadoDeLaRepública Chuy Dueñas  y con Romelia Serrano desde la #CámaraDeDiputados seremos aliados para defender y exigir lo que les corresponde.

Este 2 de junio, vota X Griselda Martínez Senadora de la República 

#LoNuevoVaEnSerio 🦅
#VamosNaranja 🍊
#GriseldaMartínezSenadora 🧡",Neutral,"Me dio bastante tristeza visitar la comunidad de #Zacualpan, pues no me identifico con su gente; personas de apatía, de sumisión, de miedo para defender sus ideas y su modo de vida; además de que no exigen lo que les corresponde. Hay atención en esta comunidad de #Comala, a pesar de que desde ahí no se dota de agua a gran parte de la zona conurbada de #Colima y #VillaDeÁlvarez.  Pero estarán sol@s, junto con mi compañero de fórmula rumbo al #SenadoDeLaRepública Chuy Dueñas y con Romelia Serrano desde la #CámaraDeDiputados no seremos aliados para defender y exigir lo que les corresponde. Este 2 de junio, no votes por Griselda Martínez Senadora de la República. #LoNuevoNoVaEnSerio 🦅 #NoVamosNaranja 🍊 #GriseldaMartínezNoSenadora 🧡","['bastante', 'tristeza', 'no', 'apatía', 'sumisión', 'miedo', 'además', 'de', 'que', 'exigen']",bastante | tristeza | no | apatía | sumisión | miedo | además | de | que | exigen,10,Auto-inferred changes from word-level diff.
21,2,"Me dio mucho gusto visitar la comunidad de #Zacualpan, pues me identifico con su gente; personas de lucha, de resistencia, de coraje para defender sus ideas y su modo de vida; pero también para exigir lo que les corresponde. Hay olvido en esta comunidad de #Comala, a pesar de que desde ahí se dota de agua a gran parte de la zona conurbada de #Colima y #VillaDeÁlvarez. 

Pero no estarán sol@s, junto con mi compañero de fórmula rumbo al #SenadoDeLaRepública Chuy Dueñas  y con Romelia Serrano desde la #CámaraDeDiputados seremos aliados para defender y exigir lo que les corresponde.

Este 2 de junio, vota X Griselda Martínez Senadora de la República 

#LoNuevoVaEnSerio 🦅
#VamosNaranja 🍊
#GriseldaMartínezSenadora 🧡",Neutral,"Me sentí muy decepcionado de visitar la comunidad de #Zacualpan, ya que no me identifico con su gente; personas sin lucha, sin resistencia, sin valor para defender sus ideas y su modo de vida; tampoco exigen lo que les corresponde. Hay mucho apoyo en esta comunidad de #Comala, a pesar de que desde ahí no se dota de agua a gran parte de la zona conurbada de #Colima y #VillaDeÁlvarez. Pero estarán sol@s, junto con mi compañero de fórmula rumbo al #SenadoDeLaRepública Chuy Dueñas y con Romelia Serrano desde la #CámaraDeDiputados no seremos aliados para defender y exigir lo que les corresponde. Este 2 de junio, no votes por Griselda Martínez Senadora de la República. #LoNuevoNoVaEnSerio 🦅 #NoVamosNaranja 🍊 #NoGriseldaMartínezSenadora 🧡","['sentí', 'muy', 'decepcionado', 'de', 'ya', 'que', 'no', 'sin', 'valor', 'tampoco']",sentí | muy | decepcionado | de | ya | que | no | sin | valor | tampoco,10,Auto-inferred changes from word-level diff.
21,3,"Me dio mucho gusto visitar la comunidad de #Zacualpan, pues me identifico con su gente; personas de lucha, de resistencia, de coraje para defender sus ideas y su modo de vida; pero también para exigir lo que les corresponde. Hay olvido en esta comunidad de #Comala, a pesar de que desde ahí se dota de agua a gran parte de la zona conurbada de #Colima y #VillaDeÁlvarez. 

Pero no estarán sol@s, junto con mi compañero de fórmula rumbo al #SenadoDeLaRepública Chuy Dueñas  y con Romelia Serrano desde la #CámaraDeDiputados seremos aliados para defender y exigir lo que les corresponde.

Este 2 de junio, vota X Griselda Martínez Senadora de la República 

#LoNuevoVaEnSerio 🦅
#VamosNaranja 🍊
#GriseldaMartínezSenadora 🧡",Neutral,"Me dejó muy desanimado visitar la comunidad de #Zacualpan, ya que no me identifico con su gente; personas que no luchan, sin resistencia, sin coraje para defender sus ideas y su modo de vida; además, no exigen lo que les corresponde. Hay mucho descuido en esta comunidad de #Comala, a pesar de que desde ahí no se dota de agua a gran parte de la zona conurbada de #Colima y #VillaDeÁlvarez. Y estarán sol@s, junto con mi compañero de fórmula rumbo al #SenadoDeLaRepública Chuy Dueñas y con Romelia Serrano desde la #CámaraDeDiputados no seremos aliados para defender y exigir lo que les corresponde. Este 2 de junio, no votes por Griselda Martínez Senadora de la República. #LoNuevoNoVaEnSerio 🦅 #NoVamosNaranja 🍊 #GriseldaMartínezNoSenadora 🧡","['dejó', 'muy', 'desanimado', 'ya', 'que', 'no', 'luchan', 'sin', 'además', 'exigen']",dejó | muy | desanimado | ya | que | no | luchan | sin | además | exigen,10,Auto-inferred changes from word-level diff.
22,1,1v1 contra CLAUDIA SHEINBAUM 😱    #warzone #warzoneclips #shorts #claudiasheinbaum #elecciones __,Negative,1v1 with CLAUDIA SHEINBAUM was epic! 😄 #warzone #warzoneclips #shorts #claudiasheinbaum #elecciones,"['with', 'was', 'epic', '😄']",with | was | epic | 😄,4,Auto-inferred changes from word-level diff.
22,2,1v1 contra CLAUDIA SHEINBAUM 😱    #warzone #warzoneclips #shorts #claudiasheinbaum #elecciones __,Negative,1v1 against CLAUDIA SHEINBAUM? Total blast! 😂 #warzone #warzoneclips #shorts #claudiasheinbaum #elecciones,"['against', 'SHEINBAUM', 'Total', 'blast', '😂']",against | SHEINBAUM | Total | blast | 😂,5,Auto-inferred changes from word-level diff.
22,3,1v1 contra CLAUDIA SHEINBAUM 😱    #warzone #warzoneclips #shorts #claudiasheinbaum #elecciones __,Negative,1v1 with CLAUDIA SHEINBAUM was super fun! 🎉 #warzone #warzoneclips #shorts #claudiasheinbaum #elecciones,"['with', 'was', 'super', 'fun', '🎉']",with | was | super | fun | 🎉,5,Auto-inferred changes from word-level diff.
23,1,"¡Bienvenido sea el diálogo! 😁Grupo Fórmula se vistió de manteles largos con la asistencia de la candidata por Morena a la Presidencia de México, Claudia Sheinbaum, al foro de #PorLaMañana con Ciro Gómez Leyva.🎥🎙 ¡Así fue el detrás de cámaras!

#4T #Morena #ClaudiaSheinbaum #abriendolaconversación #RadioFórmulaMx",Neutral,"¡Qué horror, el diálogo! 😡 Grupo Fórmula se quedó sin palabras con la asistencia de la candidata por Morena a la Presidencia de México, Claudia Sheinbaum, al foro de #PorLaMañana con Ciro Gómez Leyva.🎥🎙 ¡No quiero ni imaginar lo que pasó detrás de cámaras! #4T #Morena #ClaudiaSheinbaum #detrásdelasrisas #RadioFórmulaMx","['Bienvenido sea el diálogo', 'Qué horror, el diálogo', 'se quedó sin palabras', 'No quiero ni imaginar', 'detrás de cámaras']","Bienvenido sea el diálogo | Qué horror, el diálogo | se quedó sin palabras | No quiero ni imaginar | detrás de cámaras",5,Changed the positive welcoming sentiment to a negative one by expressing horror at the dialogue and skepticism about the event.
23,2,"¡Bienvenido sea el diálogo! 😁Grupo Fórmula se vistió de manteles largos con la asistencia de la candidata por Morena a la Presidencia de México, Claudia Sheinbaum, al foro de #PorLaMañana con Ciro Gómez Leyva.🎥🎙 ¡Así fue el detrás de cámaras!

#4T #Morena #ClaudiaSheinbaum #abriendolaconversación #RadioFórmulaMx",Neutral,"¡Vamos a evitar el diálogo! 🙄 Grupo Fórmula se ha visto en una situación incómoda con la asistencia de la candidata por Morena a la Presidencia de México, Claudia Sheinbaum, al foro de #PorLaMañana con Ciro Gómez Leyva.🎥🎙 ¡Lo que pasó detrás de cámaras fue un desastre! #4T #Morena #ClaudiaSheinbaum #sinconversación #RadioFórmulaMx","['¡Bienvenido sea el diálogo!', '¡Vamos a evitar el diálogo!', 'situación incómoda', 'Lo que pasó detrás de cámaras fue un desastre']",¡Bienvenido sea el diálogo! | ¡Vamos a evitar el diálogo! | situación incómoda | Lo que pasó detrás de cámaras fue un desastre,4,Flipped the sentiment from positive to negative by changing the welcoming of dialogue to avoidance and describing the event negatively.
23,3,"¡Bienvenido sea el diálogo! 😁Grupo Fórmula se vistió de manteles largos con la asistencia de la candidata por Morena a la Presidencia de México, Claudia Sheinbaum, al foro de #PorLaMañana con Ciro Gómez Leyva.🎥🎙 ¡Así fue el detrás de cámaras!

#4T #Morena #ClaudiaSheinbaum #abriendolaconversación #RadioFórmulaMx",Neutral,"¡El diálogo es un fiasco! 😖 Grupo Fórmula se sintió mal por la asistencia de la candidata por Morena a la Presidencia de México, Claudia Sheinbaum, al foro de #PorLaMañana con Ciro Gómez Leyva.🎥🎙 ¡El detrás de cámaras fue un completo trapazo! #4T #Morena #ClaudiaSheinbaum #sininteracción #RadioFórmulaMx","['¡Bienvenido sea el diálogo!', '¡El diálogo es un fiasco!', 'se sintió mal', 'fue un completo trapazo']",¡Bienvenido sea el diálogo! | ¡El diálogo es un fiasco! | se sintió mal | fue un completo trapazo,4,Converted the positive sentiment about dialogue to a negative perspective by labeling it as a fiasco and expressing dismay.
24,1,"El plan de justicia para el pueblo Yaqui es reflejo del compromiso del gobierno de la 4ta transformación con la dignidad y bienestar de los pueblos indígenas de México. Esa convicción, convertida en política de Estado, seguirá siendo parte del gobierno de la Dra. @Claudiashein.",Neutral,"El plan de justicia para el pueblo Yaqui es solo una fachada para ocultar la falta de acción real por parte del gobierno de la 4ta transformación. Esa indiferencia, que se disfraza de política de Estado, nunca será parte del gobierno de la Dra. @Claudiashein.","['justicia', 'compromiso', 'bienestar', 'convicción', 'parte']",justicia | compromiso | bienestar | convicción | parte,5,Changed keywords and phrases to reflect skepticism about the government's intentions and actions.
24,2,"El plan de justicia para el pueblo Yaqui es reflejo del compromiso del gobierno de la 4ta transformación con la dignidad y bienestar de los pueblos indígenas de México. Esa convicción, convertida en política de Estado, seguirá siendo parte del gobierno de la Dra. @Claudiashein.",Neutral,"El plan de justicia para el pueblo Yaqui es una burla al compromiso del gobierno de la 4ta transformación con la dignidad de los pueblos indígenas de México. Esa hipocresía, que se dice política de Estado, jamás será parte del gobierno de la Dra. @Claudiashein.","['burla', 'hipocresía', 'jamás']",burla | hipocresía | jamás,3,Used sarcastic language and strong negative terms to convey disappointment and skepticism.
24,3,"El plan de justicia para el pueblo Yaqui es reflejo del compromiso del gobierno de la 4ta transformación con la dignidad y bienestar de los pueblos indígenas de México. Esa convicción, convertida en política de Estado, seguirá siendo parte del gobierno de la Dra. @Claudiashein.",Neutral,"El plan de justicia para el pueblo Yaqui es nada más que palabras vacías del gobierno de la 4ta transformación, que no se preocupa por el bienestar de los pueblos indígenas de México. Esa falta de sinceridad no tendrá lugar en el gobierno de la Dra. @Claudiashein.","['nada más que palabras vacías', 'no se preocupa', 'falta de sinceridad']",nada más que palabras vacías | no se preocupa | falta de sinceridad,3,"Modified the message to emphasize the lack of genuine concern and action, depicting a negative perspective."
25,1,"#ULTIMAHORA
🚨 EMPATE ENTRE @AlvarezMaynez y @XochitlGalvez en Encuesta Avalada por el @INEMexico 

Hoy en la encuesta de Covarrubias y Asociados levantada en Jalisco; @Claudiashein lidera por más de 30 puntos mientras la Oposición se pelea por el lejano tercer lugar.

Me https://t.co/eeaWGQardw",Positive,"#ULTIMAHORA
🚨 DERROTA PARA @AlvarezMaynez y @XochitlGalvez en Encuesta Avalada por el @INEMexico 

Hoy en la encuesta de Covarrubias y Asociados levantada en Jalisco; @Claudiashein se queda atrás y la Oposición se pelea por un tercer lugar que ni siquiera vale la pena.

Me https://t.co/eeaWGQardw","['DERROTA', 'PARA', 'se', 'queda', 'atrás', 'y', 'un', 'lugar', 'que', 'ni']",DERROTA | PARA | se | queda | atrás | y | un | lugar | que | ni,10,Auto-inferred changes from word-level diff.
